Code,Name,Median_2001,Median_2011
E01002953,Kingston upon Thames 002B,37230.00,49820.00
E01002954,Kingston upon Thames 003D,30780.00,39260.00
E01002955,Kingston upon Thames 002C,29080.00,41870.00
E01002956,Kingston upon Thames 002D,33970.00,46450.00
E01002957,Kingston upon Thames 003E,26610.00,34580.00
E01002958,Kingston upon Thames 008C,30170.00,42780.00
E01002959,Kingston upon Thames 002E,37020.00,52380.00
E01002960,Kingston upon Thames 006B,32820.00,43590.00
E01002961,Kingston upon Thames 008D,32520.00,45740.00
E01002962,Kingston upon Thames 006C,26460.00,37160.00
E01002963,Kingston upon Thames 007D,29020.00,39400.00
E01002964,Kingston upon Thames 005A,28110.00,35510.00
E01002965,Kingston upon Thames 009A,29640.00,39900.00
E01002966,Kingston upon Thames 010C,30640.00,41750.00
E01002967,Kingston upon Thames 009B,31300.00,44300.00
E01002968,Kingston upon Thames 009C,32020.00,41660.00
E01002969,Kingston upon Thames 005B,20890.00,27930.00
E01002970,Kingston upon Thames 006D,24950.00,32690.00
E01002971,Kingston upon Thames 005C,29080.00,37520.00
E01002972,Kingston upon Thames 005D,27760.00,35360.00
E01002973,Kingston upon Thames 006E,24380.00,32620.00
E01002974,Kingston upon Thames 005E,28070.00,37910.00
E01002975,Kingston upon Thames 012A,29020.00,40150.00
E01002976,Kingston upon Thames 015A,27860.00,40320.00
E01002977,Kingston upon Thames 012B,26510.00,35640.00
E01002978,Kingston upon Thames 015B,30640.00,42900.00
E01002979,Kingston upon Thames 015C,28460.00,41670.00
E01002980,Kingston upon Thames 012C,29710.00,40530.00
E01002981,Kingston upon Thames 012D,29970.00,41220.00
E01002982,Kingston upon Thames 015D,29070.00,41250.00
E01002983,Kingston upon Thames 015E,30540.00,43580.00
E01002984,Kingston upon Thames 012E,28520.00,38750.00
E01002985,Kingston upon Thames 007E,28360.00,38320.00
E01002986,Kingston upon Thames 008E,29210.00,39780.00
E01002987,Kingston upon Thames 011B,29660.00,39830.00
E01002988,Kingston upon Thames 011C,30620.00,43170.00
E01002989,Kingston upon Thames 011D,32040.00,45440.00
E01002990,Kingston upon Thames 009D,31240.00,43420.00
E01002991,Kingston upon Thames 009E,30960.00,44490.00
E01002992,Kingston upon Thames 010D,30050.00,41410.00
E01002993,Kingston upon Thames 013C,30200.00,41310.00
E01002994,Kingston upon Thames 016A,30200.00,42870.00
E01002995,Kingston upon Thames 013D,32390.00,45150.00
E01002996,Kingston upon Thames 016B,30760.00,43520.00
E01002997,Kingston upon Thames 016C,30870.00,43430.00
E01002998,Kingston upon Thames 016D,28290.00,39140.00
E01002999,Kingston upon Thames 013E,29040.00,38290.00
E01003000,Kingston upon Thames 017C,26030.00,35940.00
E01003001,Kingston upon Thames 017D,27320.00,37110.00
E01003002,Kingston upon Thames 016E,27790.00,37860.00
E01003003,Kingston upon Thames 017E,27520.00,36860.00
E01003004,Kingston upon Thames 018D,26980.00,37530.00
E01003005,Kingston upon Thames 018E,26200.00,36900.00
E01003006,Kingston upon Thames 001A,32680.00,45460.00
E01003007,Kingston upon Thames 001B,31650.00,45760.00
E01003008,Kingston upon Thames 001C,31920.00,46930.00
E01003009,Kingston upon Thames 001D,30510.00,43770.00
E01003010,Kingston upon Thames 001E,33480.00,49800.00
E01003011,Kingston upon Thames 004E,34210.00,45440.00
E01033568,Kingston upon Thames 004F,34680.00,42410.00
E01033569,Kingston upon Thames 004G,33820.00,43300.00
E01003013,Lambeth 036A,30690.00,43920.00
E01003014,Lambeth 036B,25750.00,38530.00
E01003015,Lambeth 002A,23620.00,33690.00
E01003016,Lambeth 036C,29180.00,41640.00
E01003017,Lambeth 036D,27160.00,39640.00
E01003018,Lambeth 020A,28430.00,41880.00
E01003019,Lambeth 015A,29620.00,44450.00
E01003020,Lambeth 016A,26920.00,39270.00
E01003021,Lambeth 021A,23360.00,33640.00
E01003022,Lambeth 021B,28230.00,39150.00
E01003023,Lambeth 021C,26690.00,37610.00
E01003024,Lambeth 021D,22970.00,32510.00
E01003025,Lambeth 021E,24640.00,35330.00
E01003026,Lambeth 019A,36030.00,51970.00
E01003027,Lambeth 019B,40900.00,57030.00
E01003028,Lambeth 019C,34980.00,50380.00
E01003029,Lambeth 017A,32420.00,42880.00
E01003030,Lambeth 019D,35590.00,50230.00
E01003031,Lambeth 023A,30610.00,43290.00
E01003032,Lambeth 017B,29670.00,38440.00
E01003033,Lambeth 019E,35670.00,51890.00
E01003034,Lambeth 012A,30230.00,42420.00
E01003035,Lambeth 012B,30360.00,44130.00
E01003036,Lambeth 012C,30140.00,43680.00
E01003037,Lambeth 013A,25820.00,37870.00
E01003038,Lambeth 013B,32500.00,47950.00
E01003039,Lambeth 013C,33300.00,47640.00
E01003040,Lambeth 013D,31980.00,44740.00
E01003041,Lambeth 017C,26310.00,36520.00
E01003042,Lambeth 013E,27130.00,39950.00
E01003043,Lambeth 018A,27710.00,39570.00
E01003044,Lambeth 018B,22330.00,33040.00
E01003045,Lambeth 011A,20610.00,28810.00
E01003046,Lambeth 009A,20710.00,27920.00
E01003047,Lambeth 011B,22650.00,31320.00
E01003048,Lambeth 009B,20310.00,27760.00
E01003049,Lambeth 011C,22660.00,29580.00
E01003050,Lambeth 016B,26220.00,37570.00
E01003051,Lambeth 018C,22580.00,33380.00
E01003052,Lambeth 016C,23120.00,30000.00
E01003053,Lambeth 015B,29190.00,44310.00
E01003054,Lambeth 015C,31940.00,46790.00
E01003055,Lambeth 016D,26550.00,38570.00
E01003056,Lambeth 015D,29070.00,42350.00
E01003057,Lambeth 017D,26820.00,35980.00
E01003058,Lambeth 015E,29610.00,43130.00
E01003059,Lambeth 011D,20630.00,30170.00
E01003060,Lambeth 011E,20500.00,28570.00
E01003061,Lambeth 011F,25180.00,32710.00
E01003062,Lambeth 033A,26150.00,38050.00
E01003063,Lambeth 033B,23030.00,32940.00
E01003064,Lambeth 028A,28860.00,42900.00
E01003065,Lambeth 031A,21840.00,31110.00
E01003066,Lambeth 028B,24480.00,35650.00
E01003067,Lambeth 033C,27000.00,40040.00
E01003068,Lambeth 031B,24240.00,34310.00
E01003069,Lambeth 033D,24140.00,35620.00
E01003070,Lambeth 033E,22420.00,33430.00
E01003071,Lambeth 018D,28450.00,43890.00
E01003072,Lambeth 014A,29610.00,45400.00
E01003073,Lambeth 014B,26510.00,39120.00
E01003074,Lambeth 018E,28190.00,42250.00
E01003075,Lambeth 009C,21760.00,30370.00
E01003076,Lambeth 014C,28160.00,39220.00
E01003077,Lambeth 014D,27560.00,39060.00
E01003078,Lambeth 014E,30520.00,45840.00
E01003079,Lambeth 027A,25900.00,36380.00
E01003080,Lambeth 027B,27860.00,39250.00
E01003081,Lambeth 028C,26040.00,37310.00
E01003082,Lambeth 031C,24470.00,33670.00
E01003083,Lambeth 030A,28160.00,40340.00
E01003084,Lambeth 030B,28200.00,40380.00
E01003085,Lambeth 030C,28000.00,39420.00
E01003086,Lambeth 031D,23260.00,31230.00
E01003087,Lambeth 031E,22380.00,30220.00
E01003088,Lambeth 010A,25200.00,37050.00
E01003089,Lambeth 008A,21870.00,31230.00
E01003090,Lambeth 012D,29010.00,41070.00
E01003091,Lambeth 008B,25400.00,34140.00
E01003092,Lambeth 008C,22720.00,30870.00
E01003093,Lambeth 010B,21800.00,32420.00
E01003094,Lambeth 010C,27830.00,38280.00
E01003095,Lambeth 012E,30430.00,42620.00
E01003096,Lambeth 010D,28390.00,40570.00
E01003097,Lambeth 006A,21730.00,31670.00
E01003098,Lambeth 005A,27260.00,39220.00
E01003099,Lambeth 005B,25680.00,36790.00
E01003100,Lambeth 005C,30090.00,41440.00
E01003101,Lambeth 003A,25760.00,36540.00
E01003102,Lambeth 004A,28040.00,40780.00
E01003104,Lambeth 004C,26730.00,37670.00
E01003105,Lambeth 003B,23210.00,34710.00
E01003106,Lambeth 003C,28100.00,39960.00
E01003107,Lambeth 003D,29090.00,42730.00
E01003108,Lambeth 002B,22720.00,33930.00
E01003109,Lambeth 003E,25190.00,36300.00
E01003110,Lambeth 002C,29210.00,41060.00
E01003111,Lambeth 002D,20070.00,30470.00
E01003112,Lambeth 002E,27070.00,33670.00
E01003113,Lambeth 032A,28880.00,39340.00
E01003114,Lambeth 032B,28200.00,39510.00
E01003115,Lambeth 034A,27140.00,38800.00
E01003116,Lambeth 029A,29180.00,41950.00
E01003117,Lambeth 029B,28610.00,39610.00
E01003118,Lambeth 029C,29790.00,41850.00
E01003119,Lambeth 032C,28920.00,39080.00
E01003120,Lambeth 032D,27840.00,36270.00
E01003121,Lambeth 006B,21520.00,31170.00
E01003122,Lambeth 004D,25910.00,37600.00
E01003123,Lambeth 006C,27510.00,40520.00
E01003124,Lambeth 006D,23950.00,33650.00
E01003125,Lambeth 006E,20740.00,29410.00
E01003126,Lambeth 008D,22800.00,32490.00
E01003127,Lambeth 010E,26360.00,38330.00
E01003128,Lambeth 008E,22500.00,30340.00
E01003129,Lambeth 004E,27640.00,38230.00
E01003130,Lambeth 026A,26810.00,40490.00
E01003131,Lambeth 026B,28850.00,41370.00
E01003132,Lambeth 024A,22650.00,32360.00
E01003133,Lambeth 027C,28640.00,39790.00
E01003134,Lambeth 027D,26940.00,40790.00
E01003135,Lambeth 026C,26330.00,37650.00
E01003136,Lambeth 022A,26540.00,35050.00
E01003137,Lambeth 022B,24180.00,32640.00
E01003138,Lambeth 026D,31400.00,45250.00
E01003139,Lambeth 035A,26330.00,35590.00
E01003140,Lambeth 035B,26680.00,36110.00
E01003141,Lambeth 034B,26420.00,36960.00
E01003142,Lambeth 035C,25940.00,34060.00
E01003143,Lambeth 035D,24920.00,34080.00
E01003144,Lambeth 034C,31100.00,43590.00
E01003145,Lambeth 034D,27310.00,36770.00
E01003146,Lambeth 035E,25620.00,34850.00
E01003147,Lambeth 034E,27280.00,37530.00
E01003148,Lambeth 032E,28190.00,39440.00
E01003149,Lambeth 030D,29240.00,40510.00
E01003150,Lambeth 032F,25870.00,36090.00
E01003151,Lambeth 026E,24370.00,32570.00
E01003152,Lambeth 027E,28240.00,39760.00
E01003153,Lambeth 029D,28520.00,39250.00
E01003154,Lambeth 030E,25440.00,34950.00
E01003155,Lambeth 029E,28390.00,39900.00
E01003156,Lambeth 023B,29030.00,43070.00
E01003157,Lambeth 023C,33000.00,48660.00
E01003158,Lambeth 023D,31690.00,48480.00
E01003159,Lambeth 022C,23650.00,33740.00
E01003160,Lambeth 022D,20600.00,31220.00
E01003161,Lambeth 023E,31270.00,44380.00
E01003162,Lambeth 022E,22010.00,29960.00
E01003163,Lambeth 023F,27910.00,42400.00
E01003164,Lambeth 025A,28400.00,38570.00
E01003165,Lambeth 025B,29420.00,41600.00
E01003166,Lambeth 028D,28520.00,39930.00
E01003167,Lambeth 028E,31540.00,46090.00
E01003168,Lambeth 025C,24040.00,34400.00
E01003169,Lambeth 025D,28960.00,39790.00
E01003170,Lambeth 025E,32640.00,45010.00
E01003171,Lambeth 020B,26040.00,38740.00
E01003172,Lambeth 024B,22750.00,32550.00
E01003173,Lambeth 020C,27770.00,41070.00
E01003174,Lambeth 024C,21770.00,29790.00
E01003175,Lambeth 024D,22790.00,31320.00
E01003176,Lambeth 016E,22780.00,32330.00
E01003177,Lambeth 020D,26070.00,39230.00
E01003178,Lambeth 020E,28260.00,41680.00
E01003179,Lambeth 024E,21980.00,30170.00
E01003180,Lambeth 005D,25910.00,37270.00
E01003181,Lambeth 007A,23490.00,34190.00
E01003182,Lambeth 009D,24370.00,33720.00
E01003183,Lambeth 005E,22850.00,34460.00
E01003184,Lambeth 007B,20900.00,29610.00
E01003185,Lambeth 007C,25730.00,36760.00
E01003186,Lambeth 007D,26620.00,38470.00
E01003187,Lambeth 007E,22430.00,32150.00
E01003188,Lambeth 009E,21900.00,29730.00
E01032582,Lambeth 036E,25150.00,38440.00
E01033207,Lambeth 004F,25520.00,36130.00
E01033208,Lambeth 004G,26050.00,43780.00
E01003189,Lewisham 034A,21190.00,30610.00
E01003190,Lewisham 034B,22860.00,31350.00
E01003191,Lewisham 034C,22100.00,31280.00
E01003192,Lewisham 034D,20940.00,29720.00
E01003193,Lewisham 029A,22950.00,33440.00
E01003194,Lewisham 029B,22780.00,32460.00
E01003195,Lewisham 029C,25440.00,35530.00
E01003196,Lewisham 029D,21460.00,31100.00
E01003197,Lewisham 029E,21490.00,30910.00
E01003198,Lewisham 009A,31300.00,45430.00
E01003199,Lewisham 007A,32510.00,46150.00
E01003200,Lewisham 009B,33620.00,47940.00
E01003201,Lewisham 007B,29320.00,39890.00
E01003202,Lewisham 009C,32130.00,47820.00
E01003203,Lewisham 009D,26670.00,39100.00
E01003204,Lewisham 007C,29710.00,42710.00
E01003205,Lewisham 007D,24320.00,35250.00
E01003206,Lewisham 007E,32050.00,44680.00
E01003207,Lewisham 005A,22540.00,32650.00
E01003209,Lewisham 005B,24130.00,34400.00
E01003210,Lewisham 005C,26970.00,38340.00
E01003211,Lewisham 008B,27400.00,40200.00
E01003212,Lewisham 005D,26490.00,37440.00
E01003213,Lewisham 008C,27900.00,40770.00
E01003214,Lewisham 008D,25960.00,36140.00
E01003215,Lewisham 005E,25450.00,35780.00
E01003216,Lewisham 025A,28610.00,38250.00
E01003217,Lewisham 022A,27900.00,38910.00
E01003218,Lewisham 022B,28990.00,40100.00
E01003219,Lewisham 025B,28730.00,39080.00
E01003220,Lewisham 022C,27650.00,38530.00
E01003221,Lewisham 025C,28280.00,37110.00
E01003222,Lewisham 022D,28470.00,37450.00
E01003223,Lewisham 025D,29790.00,39760.00
E01003224,Lewisham 022E,27560.00,38580.00
E01003225,Lewisham 015A,29690.00,43570.00
E01003226,Lewisham 019A,28610.00,41350.00
E01003227,Lewisham 019B,29320.00,42660.00
E01003228,Lewisham 019C,28580.00,43880.00
E01003229,Lewisham 019D,25810.00,35760.00
E01003230,Lewisham 019E,26820.00,38600.00
E01003231,Lewisham 015B,27810.00,40250.00
E01003232,Lewisham 015C,29060.00,43050.00
E01003233,Lewisham 015D,27710.00,42460.00
E01003235,Lewisham 038A,23360.00,33880.00
E01003236,Lewisham 037A,20760.00,31810.00
E01003237,Lewisham 037B,21250.00,30840.00
E01003238,Lewisham 037C,21780.00,31660.00
E01003239,Lewisham 037D,21260.00,31430.00
E01003240,Lewisham 038B,20850.00,31060.00
E01003241,Lewisham 038C,23490.00,32150.00
E01003243,Lewisham 038D,21110.00,30580.00
E01003244,Lewisham 001A,19600.00,29670.00
E01003245,Lewisham 001B,19840.00,30780.00
E01003246,Lewisham 002A,19550.00,29820.00
E01003247,Lewisham 001C,24310.00,35930.00
E01003248,Lewisham 002B,21670.00,29850.00
E01003249,Lewisham 001D,22380.00,33690.00
E01003250,Lewisham 001E,22150.00,33660.00
E01003251,Lewisham 002C,18430.00,27920.00
E01003252,Lewisham 002D,19270.00,26500.00
E01003253,Lewisham 002E,21380.00,29530.00
E01003254,Lewisham 021A,29880.00,45690.00
E01003255,Lewisham 021B,28750.00,42070.00
E01003256,Lewisham 028A,25520.00,35720.00
E01003257,Lewisham 028B,25990.00,37630.00
E01003258,Lewisham 028C,23800.00,33800.00
E01003259,Lewisham 028D,26560.00,39900.00
E01003260,Lewisham 021C,29520.00,42810.00
E01003261,Lewisham 021D,28750.00,42940.00
E01003262,Lewisham 021E,27650.00,41580.00
E01003263,Lewisham 023A,25710.00,35590.00
E01003264,Lewisham 031A,25800.00,35060.00
E01003265,Lewisham 031B,25090.00,33070.00
E01003266,Lewisham 031C,22600.00,31330.00
E01003267,Lewisham 031D,23430.00,32410.00
E01003268,Lewisham 023B,26180.00,38030.00
E01003269,Lewisham 023C,25830.00,37430.00
E01003270,Lewisham 023D,27660.00,39430.00
E01003271,Lewisham 023E,28110.00,40880.00
E01003272,Lewisham 014A,27310.00,39480.00
E01003273,Lewisham 011A,28700.00,37270.00
E01003274,Lewisham 014B,28260.00,40470.00
E01003275,Lewisham 014C,25660.00,36310.00
E01003276,Lewisham 014D,28130.00,40360.00
E01003277,Lewisham 011B,28740.00,40850.00
E01003278,Lewisham 011C,27800.00,39530.00
E01003279,Lewisham 011D,29100.00,41570.00
E01003280,Lewisham 016A,25520.00,38080.00
E01003281,Lewisham 016B,28860.00,42620.00
E01003282,Lewisham 013A,29130.00,40220.00
E01003283,Lewisham 013B,32360.00,45080.00
E01003284,Lewisham 013C,28510.00,41790.00
E01003285,Lewisham 016C,29810.00,42680.00
E01003286,Lewisham 013D,25250.00,36310.00
E01003287,Lewisham 016D,30960.00,44780.00
E01003288,Lewisham 012A,25040.00,33060.00
E01003290,Lewisham 012C,23290.00,33300.00
E01003291,Lewisham 012D,21790.00,30650.00
E01003292,Lewisham 017A,27670.00,39360.00
E01003293,Lewisham 017B,26030.00,36430.00
E01003295,Lewisham 017D,25640.00,36760.00
E01003296,Lewisham 012E,25360.00,35740.00
E01003297,Lewisham 003A,24270.00,31790.00
E01003298,Lewisham 039A,21360.00,31190.00
E01003299,Lewisham 003B,23220.00,33630.00
E01003300,Lewisham 039B,20850.00,31030.00
E01003301,Lewisham 003C,24680.00,34820.00
E01003302,Lewisham 003D,23440.00,31330.00
E01003303,Lewisham 039C,21620.00,31430.00
E01003304,Lewisham 039D,22370.00,30940.00
E01003305,Lewisham 003E,21530.00,32770.00
E01003307,Lewisham 024A,27360.00,39230.00
E01003308,Lewisham 024B,27270.00,39240.00
E01003309,Lewisham 027A,23830.00,33830.00
E01003310,Lewisham 027B,24970.00,35750.00
E01003311,Lewisham 027C,28370.00,39880.00
E01003312,Lewisham 027D,27940.00,38580.00
E01003313,Lewisham 027E,24570.00,35200.00
E01003314,Lewisham 024C,27950.00,41520.00
E01003315,Lewisham 024D,26460.00,39520.00
E01003316,Lewisham 024E,27480.00,40780.00
E01003317,Lewisham 020A,25900.00,35900.00
E01003318,Lewisham 020B,24700.00,33870.00
E01003319,Lewisham 018A,25060.00,34540.00
E01003320,Lewisham 018B,24520.00,33670.00
E01003321,Lewisham 020C,24680.00,35390.00
E01003322,Lewisham 020D,26210.00,36210.00
E01003323,Lewisham 018C,25980.00,35810.00
E01003324,Lewisham 020E,24620.00,32490.00
E01003325,Lewisham 018D,24770.00,34990.00
E01003326,Lewisham 035A,25180.00,37340.00
E01003327,Lewisham 035B,26960.00,38380.00
E01003328,Lewisham 035C,26170.00,37320.00
E01003329,Lewisham 033A,25860.00,38520.00
E01003330,Lewisham 033B,24160.00,33850.00
E01003331,Lewisham 033C,24860.00,35100.00
E01003332,Lewisham 033D,25050.00,36560.00
E01003333,Lewisham 035D,25300.00,36440.00
E01003334,Lewisham 033E,24150.00,35460.00
E01003335,Lewisham 035E,24020.00,37010.00
E01003336,Lewisham 010A,22100.00,31910.00
E01003337,Lewisham 010B,21600.00,32910.00
E01003338,Lewisham 006A,22130.00,31870.00
E01003339,Lewisham 006B,25130.00,36790.00
E01003340,Lewisham 006C,27440.00,38730.00
E01003341,Lewisham 006D,29000.00,40510.00
E01003342,Lewisham 010C,26970.00,38690.00
E01003343,Lewisham 006E,25930.00,38050.00
E01003344,Lewisham 010D,25990.00,38750.00
E01003345,Lewisham 010E,26300.00,38410.00
E01003346,Lewisham 026A,22250.00,32760.00
E01003347,Lewisham 030A,21060.00,30180.00
E01003348,Lewisham 030B,23550.00,33370.00
E01003349,Lewisham 026B,21030.00,32390.00
E01003350,Lewisham 030C,22510.00,32120.00
E01003351,Lewisham 026C,21630.00,31700.00
E01003352,Lewisham 030D,22970.00,33370.00
E01003353,Lewisham 030E,25060.00,35260.00
E01003354,Lewisham 026D,25540.00,35430.00
E01032564,Lewisham 037E,20880.00,31140.00
E01032565,Lewisham 038E,20530.00,30410.00
E01032579,Lewisham 039E,22420.00,31080.00
E01033320,Lewisham 017E,26790.00,38030.00
E01033322,Lewisham 017F,27600.00,39170.00
E01033324,Lewisham 008E,25950.00,37580.00
E01033325,Lewisham 008F,23880.00,42210.00
E01033327,Lewisham 012F,26470.00,35950.00
E01033341,Lewisham 012G,25940.00,33600.00
E01003355,Merton 009A,32370.00,46040.00
E01003356,Merton 009B,33140.00,47950.00
E01003357,Merton 012A,23330.00,32900.00
E01003358,Merton 009C,33330.00,47560.00
E01003359,Merton 006A,29660.00,40830.00
E01003360,Merton 006B,32480.00,45840.00
E01003361,Merton 015A,27650.00,41900.00
E01003362,Merton 021A,28400.00,41380.00
E01003363,Merton 021B,28560.00,40720.00
E01003364,Merton 021C,28250.00,40350.00
E01003365,Merton 021D,29520.00,41550.00
E01003366,Merton 016A,27330.00,38510.00
E01003367,Merton 005A,27510.00,39230.00
E01003368,Merton 008A,25010.00,35180.00
E01003369,Merton 005B,27380.00,38970.00
E01003370,Merton 005C,27360.00,38280.00
E01003371,Merton 005D,28220.00,39890.00
E01003372,Merton 008B,23940.00,33980.00
E01003373,Merton 018A,21190.00,27600.00
E01003374,Merton 022A,22010.00,31450.00
E01003375,Merton 022B,24350.00,32940.00
E01003376,Merton 012B,23130.00,30470.00
E01003377,Merton 012C,20830.00,28070.00
E01003378,Merton 018B,23720.00,31440.00
E01003379,Merton 018C,19490.00,28170.00
E01003380,Merton 011A,32280.00,46260.00
E01003381,Merton 016B,31800.00,43670.00
E01003382,Merton 011B,31930.00,46060.00
E01003383,Merton 009D,35310.00,50070.00
E01003384,Merton 009E,34650.00,51090.00
E01003385,Merton 011C,34900.00,49930.00
E01003386,Merton 013A,24270.00,32730.00
E01003387,Merton 014A,22660.00,30420.00
E01003388,Merton 013B,23260.00,32170.00
E01003389,Merton 013C,24530.00,32610.00
E01003390,Merton 018D,19880.00,27240.00
E01003391,Merton 014B,20730.00,29030.00
E01003392,Merton 013D,24740.00,33490.00
E01003393,Merton 008C,25810.00,35040.00
