Code,Name,Median_2001,Median_2011
E01002400,Hillingdon 024A,24740.00,32760.00
E01002401,Hillingdon 024B,23450.00,31560.00
E01002402,Hillingdon 024C,23650.00,31480.00
E01002403,Hillingdon 024D,23300.00,31090.00
E01002404,Hillingdon 024E,22930.00,30310.00
E01002405,Hillingdon 027A,23620.00,31870.00
E01002406,Hillingdon 027B,24110.00,31300.00
E01002407,Hillingdon 030A,23780.00,31180.00
E01002408,Hillingdon 019A,25070.00,32140.00
E01002409,Hillingdon 019B,24870.00,33120.00
E01002410,Hillingdon 017A,27530.00,36390.00
E01002411,Hillingdon 022A,23970.00,32920.00
E01002412,Hillingdon 017B,28060.00,37870.00
E01002413,Hillingdon 022B,23950.00,32490.00
E01002414,Hillingdon 015A,28040.00,36500.00
E01002415,Hillingdon 010A,29250.00,42710.00
E01002416,Hillingdon 008A,29510.00,41720.00
E01002417,Hillingdon 008B,30390.00,43460.00
E01002418,Hillingdon 006A,28940.00,41980.00
E01002419,Hillingdon 006B,29810.00,43600.00
E01002420,Hillingdon 008C,29560.00,41440.00
E01002421,Hillingdon 008D,29370.00,42230.00
E01002422,Hillingdon 018A,26700.00,35750.00
E01002423,Hillingdon 018B,27650.00,37310.00
E01002424,Hillingdon 018C,27040.00,36390.00
E01002425,Hillingdon 018D,24910.00,33570.00
E01002426,Hillingdon 021F,25700.00,34170.00
E01002427,Hillingdon 018E,26600.00,35960.00
E01002428,Hillingdon 018F,26790.00,36890.00
E01002429,Hillingdon 019C,24440.00,33680.00
E01002430,Hillingdon 007A,35140.00,48910.00
E01002431,Hillingdon 006C,33530.00,47160.00
E01002432,Hillingdon 006D,31640.00,44840.00
E01002433,Hillingdon 004A,29910.00,41990.00
E01002434,Hillingdon 007B,33930.00,47940.00
E01002435,Hillingdon 007C,33400.00,48530.00
E01002436,Hillingdon 004B,30200.00,42010.00
E01002437,Hillingdon 006E,33800.00,47240.00
E01002438,Hillingdon 003A,31300.00,41970.00
E01002439,Hillingdon 003B,27200.00,37550.00
E01002440,Hillingdon 003C,25760.00,36330.00
E01002441,Hillingdon 003D,27950.00,37370.00
E01002442,Hillingdon 003E,26090.00,35860.00
E01002443,Hillingdon 032A,25130.00,33900.00
E01002444,Hillingdon 031A,24660.00,34700.00
E01002445,Hillingdon 029A,23030.00,31440.00
E01002446,Hillingdon 031B,25300.00,34960.00
E01002447,Hillingdon 031C,24120.00,33190.00
E01002448,Hillingdon 032B,24130.00,32990.00
E01002449,Hillingdon 032C,24650.00,32680.00
E01002450,Hillingdon 014A,27920.00,38470.00
E01002451,Hillingdon 014B,28310.00,39550.00
E01002452,Hillingdon 014C,28520.00,39650.00
E01002453,Hillingdon 014D,27350.00,37820.00
E01002454,Hillingdon 014E,25950.00,35710.00
E01002455,Hillingdon 019D,25950.00,35230.00
E01002456,Hillingdon 017C,26310.00,36000.00
E01002457,Hillingdon 019E,25000.00,33050.00
E01002458,Hillingdon 011A,34160.00,47700.00
E01002459,Hillingdon 011B,32750.00,47110.00
E01002460,Hillingdon 011C,31800.00,45130.00
E01002461,Hillingdon 013A,35020.00,48800.00
E01002462,Hillingdon 011D,33920.00,47880.00
E01002463,Hillingdon 013B,33470.00,47540.00
E01002464,Hillingdon 011E,31500.00,44590.00
E01002465,Hillingdon 009A,28910.00,40040.00
E01002466,Hillingdon 010B,29540.00,42710.00
E01002467,Hillingdon 009B,29740.00,41060.00
E01002468,Hillingdon 010C,29550.00,42900.00
E01002469,Hillingdon 010D,29940.00,42800.00
E01002470,Hillingdon 007D,29150.00,42100.00
E01002471,Hillingdon 008E,30340.00,43040.00
E01002472,Hillingdon 002A,29560.00,41550.00
E01002473,Hillingdon 001A,37100.00,53120.00
E01002474,Hillingdon 002B,30730.00,42590.00
E01002475,Hillingdon 001B,31020.00,43580.00
E01002476,Hillingdon 001C,34470.00,51010.00
E01002477,Hillingdon 001D,32620.00,46520.00
E01002478,Hillingdon 002C,30820.00,43260.00
E01002479,Hillingdon 004C,28610.00,39930.00
E01002480,Hillingdon 004D,31700.00,44630.00
E01002481,Hillingdon 004E,27670.00,39500.00
E01002482,Hillingdon 001E,33650.00,48020.00
E01002483,Hillingdon 002D,28290.00,40450.00
E01002484,Hillingdon 002E,27980.00,39680.00
E01002485,Hillingdon 002F,28120.00,38480.00
E01002486,Hillingdon 028A,23810.00,32800.00
E01002487,Hillingdon 028B,23730.00,31610.00
E01002488,Hillingdon 030B,24480.00,33490.00
E01002489,Hillingdon 030C,24300.00,32930.00
E01002490,Hillingdon 030D,24160.00,32670.00
E01002491,Hillingdon 032D,23080.00,30960.00
E01002492,Hillingdon 030E,24030.00,32960.00
E01002493,Hillingdon 032E,23230.00,30630.00
E01002494,Hillingdon 009C,26940.00,39160.00
E01002495,Hillingdon 010E,29220.00,42240.00
E01002496,Hillingdon 033A,26880.00,37430.00
E01002497,Hillingdon 033B,26720.00,37640.00
E01002498,Hillingdon 033C,27920.00,40050.00
E01002499,Hillingdon 033D,26500.00,37760.00
E01002501,Hillingdon 026B,24590.00,32690.00
E01002502,Hillingdon 026C,22550.00,31140.00
E01002503,Hillingdon 027C,22110.00,30820.00
E01002504,Hillingdon 027D,23600.00,32590.00
E01002505,Hillingdon 026D,22400.00,29420.00
E01002506,Hillingdon 027E,21270.00,29200.00
E01002507,Hillingdon 027F,23800.00,32140.00
E01002508,Hillingdon 026E,21540.00,29130.00
E01002509,Hillingdon 017D,30910.00,41490.00
E01002511,Hillingdon 017E,27520.00,37470.00
E01002512,Hillingdon 013C,33460.00,45640.00
E01002513,Hillingdon 013D,31250.00,44420.00
E01002514,Hillingdon 015C,30230.00,39940.00
E01002515,Hillingdon 015D,29810.00,38150.00
E01002516,Hillingdon 013E,33400.00,46240.00
E01002518,Hillingdon 022C,27410.00,36770.00
E01002519,Hillingdon 022D,24170.00,32560.00
E01002520,Hillingdon 016B,26640.00,35600.00
E01002521,Hillingdon 016C,24100.00,33170.00
E01002523,Hillingdon 016D,26770.00,35760.00
E01002525,Hillingdon 029B,26430.00,35960.00
E01002526,Hillingdon 028C,23030.00,31610.00
E01002527,Hillingdon 031D,25160.00,33820.00
E01002528,Hillingdon 028D,22690.00,31040.00
E01002529,Hillingdon 029C,26150.00,34400.00
E01002530,Hillingdon 029D,22060.00,29950.00
E01002531,Hillingdon 029E,26450.00,35290.00
E01002532,Hillingdon 028E,23610.00,31740.00
E01002533,Hillingdon 005A,29300.00,39650.00
E01002534,Hillingdon 005B,30300.00,42820.00
E01002535,Hillingdon 007E,32070.00,44210.00
E01002536,Hillingdon 009D,31050.00,43250.00
E01002537,Hillingdon 009E,31100.00,44200.00
E01002538,Hillingdon 005C,28430.00,39940.00
E01002539,Hillingdon 005D,31030.00,42670.00
E01002540,Hillingdon 020C,23490.00,31670.00
E01002541,Hillingdon 023A,26120.00,36890.00
E01002542,Hillingdon 020D,21930.00,30660.00
E01002543,Hillingdon 020E,21950.00,31100.00
E01002544,Hillingdon 023B,26670.00,36380.00
E01002545,Hillingdon 023C,22370.00,31860.00
E01002546,Hillingdon 023D,23660.00,34360.00
E01002547,Hillingdon 023E,23200.00,33130.00
E01002548,Hillingdon 025A,23280.00,31120.00
E01002549,Hillingdon 025B,25780.00,34830.00
E01002550,Hillingdon 022E,25040.00,32370.00
E01002551,Hillingdon 025C,23960.00,32180.00
E01002552,Hillingdon 025D,24410.00,32310.00
E01002553,Hillingdon 025E,23330.00,31640.00
E01002554,Hillingdon 022F,25110.00,33670.00
E01032577,Hillingdon 033E,26870.00,39480.00
E01033724,Hillingdon 016F,26730.00,34680.00
E01033725,Hillingdon 015F,28750.00,37440.00
E01002555,Hounslow 022A,25630.00,34030.00
E01002556,Hounslow 022B,24290.00,33460.00
E01002557,Hounslow 023A,23180.00,31880.00
E01002558,Hounslow 023B,22360.00,31570.00
E01002559,Hounslow 023C,22620.00,32180.00
E01002560,Hounslow 023D,23140.00,31250.00
E01002561,Hounslow 023E,22300.00,29920.00
E01002562,Hounslow 003A,25100.00,34090.00
E01002563,Hounslow 006A,29080.00,38990.00
E01002564,Hounslow 003B,24330.00,33840.00
E01002565,Hounslow 006B,26840.00,36890.00
E01002566,Hounslow 003C,25830.00,33540.00
E01002567,Hounslow 006C,28130.00,38850.00
E01002568,Hounslow 003D,21640.00,32140.00
E01002569,Hounslow 001A,36260.00,50690.00
E01002570,Hounslow 001B,34400.00,49980.00
E01002571,Hounslow 007A,37470.00,50190.00
E01002572,Hounslow 007B,27830.00,37490.00
E01002573,Hounslow 001C,39320.00,54940.00
E01002574,Hounslow 001D,36120.00,49910.00
E01002575,Hounslow 001E,37420.00,52830.00
E01002576,Hounslow 008A,31590.00,44510.00
E01002577,Hounslow 007C,34840.00,48750.00
E01002578,Hounslow 007D,35940.00,50530.00
E01002579,Hounslow 008B,35130.00,47370.00
E01002580,Hounslow 008C,30280.00,44260.00
E01002581,Hounslow 008D,33650.00,46230.00
E01002582,Hounslow 008E,36120.00,49770.00
E01002583,Hounslow 013A,24720.00,33450.00
E01002584,Hounslow 013B,22770.00,31240.00
E01002585,Hounslow 013C,22680.00,31050.00
E01002586,Hounslow 013D,24100.00,32630.00
E01002587,Hounslow 016A,23980.00,31190.00
E01002588,Hounslow 016B,20320.00,28430.00
E01002589,Hounslow 013E,23220.00,31190.00
E01002590,Hounslow 022C,24760.00,33680.00
E01002591,Hounslow 024A,23120.00,32800.00
E01002592,Hounslow 022D,23140.00,31960.00
E01002593,Hounslow 024B,24620.00,33830.00
E01002594,Hounslow 024C,25460.00,33840.00
E01002595,Hounslow 022E,22820.00,32460.00
E01002596,Hounslow 027A,25560.00,33920.00
E01002598,Hounslow 025B,22670.00,31590.00
E01002599,Hounslow 025C,23200.00,32390.00
E01002600,Hounslow 025D,23150.00,32370.00
E01002601,Hounslow 027B,25390.00,35200.00
E01002602,Hounslow 027C,24660.00,36560.00
E01002603,Hounslow 025E,25880.00,33960.00
E01002604,Hounslow 026A,19680.00,29160.00
E01002605,Hounslow 026B,21770.00,30330.00
E01002606,Hounslow 026C,20210.00,28150.00
E01002607,Hounslow 026D,23010.00,32020.00
E01002608,Hounslow 028A,22690.00,32200.00
E01002609,Hounslow 028B,23760.00,34630.00
E01002610,Hounslow 028C,22520.00,32320.00
E01002611,Hounslow 024D,24680.00,34510.00
E01002612,Hounslow 024E,24350.00,33560.00
E01002613,Hounslow 024F,24460.00,33960.00
E01002614,Hounslow 027D,26560.00,35390.00
E01002615,Hounslow 026E,21720.00,30540.00
E01002616,Hounslow 027E,24640.00,34960.00
E01002617,Hounslow 028D,25330.00,37370.00
E01002618,Hounslow 011A,27270.00,37500.00
E01002619,Hounslow 010A,26100.00,34000.00
E01002620,Hounslow 004A,24220.00,31940.00
E01002621,Hounslow 011B,25170.00,33590.00
E01002622,Hounslow 010B,25450.00,35060.00
E01002623,Hounslow 011C,24340.00,33350.00
E01002624,Hounslow 017A,24810.00,31600.00
E01002625,Hounslow 004B,25050.00,32870.00
E01002626,Hounslow 004C,26270.00,33450.00
E01002627,Hounslow 004D,23460.00,31030.00
E01002628,Hounslow 011D,26700.00,35490.00
E01002629,Hounslow 011E,26410.00,35240.00
E01002630,Hounslow 012A,27900.00,37110.00
E01002631,Hounslow 004E,25040.00,32410.00
E01002632,Hounslow 010C,25810.00,34470.00
E01002633,Hounslow 005A,21240.00,27830.00
E01002634,Hounslow 005B,20560.00,26630.00
E01002635,Hounslow 010D,24670.00,33150.00
E01002636,Hounslow 010E,25640.00,32880.00
E01002637,Hounslow 005C,21830.00,27470.00
E01002638,Hounslow 005D,21940.00,29300.00
E01002639,Hounslow 012B,28370.00,37340.00
E01002640,Hounslow 012C,27970.00,36810.00
E01002641,Hounslow 018A,25930.00,34810.00
E01002642,Hounslow 015A,27810.00,34800.00
E01002643,Hounslow 015B,26930.00,34900.00
E01002645,Hounslow 015C,26490.00,33940.00
E01002646,Hounslow 017B,23530.00,29990.00
E01002647,Hounslow 021A,25580.00,33120.00
E01002648,Hounslow 018C,25370.00,33590.00
E01002649,Hounslow 018D,26200.00,33640.00
E01002650,Hounslow 021B,24820.00,32950.00
E01002651,Hounslow 021C,25190.00,33680.00
E01002652,Hounslow 021D,26030.00,33910.00
E01002653,Hounslow 019A,28900.00,38150.00
E01002654,Hounslow 019B,29260.00,38620.00
E01002655,Hounslow 019C,29040.00,39160.00
E01002656,Hounslow 019D,28620.00,39370.00
E01002657,Hounslow 018E,29420.00,40390.00
E01002658,Hounslow 015D,30360.00,42320.00
E01002659,Hounslow 019E,28440.00,37860.00
E01002660,Hounslow 016C,24870.00,32770.00
E01002661,Hounslow 016D,25760.00,32930.00
E01002662,Hounslow 017C,27820.00,35380.00
E01002663,Hounslow 017D,23570.00,31050.00
E01002664,Hounslow 017E,25370.00,33060.00
E01002665,Hounslow 016E,23300.00,30520.00
E01002666,Hounslow 021E,24640.00,32680.00
E01002667,Hounslow 020A,26380.00,37470.00
E01002668,Hounslow 014A,28320.00,37960.00
E01002669,Hounslow 014B,23410.00,32400.00
E01002670,Hounslow 020B,26710.00,35690.00
E01002671,Hounslow 020C,26940.00,37590.00
E01002672,Hounslow 020D,25610.00,32260.00
E01002673,Hounslow 020E,20450.00,27960.00
E01002674,Hounslow 012D,30530.00,41820.00
E01002675,Hounslow 009A,32220.00,42030.00
E01002676,Hounslow 012E,32470.00,43140.00
E01002677,Hounslow 015E,28550.00,38350.00
E01002678,Hounslow 009B,30990.00,41840.00
E01002679,Hounslow 009C,30160.00,40850.00
E01002680,Hounslow 009D,30740.00,40770.00
E01002681,Hounslow 014C,25810.00,35290.00
E01002682,Hounslow 014D,25700.00,36960.00
E01002683,Hounslow 014E,29360.00,39470.00
E01002684,Hounslow 006D,26640.00,38510.00
E01002686,Hounslow 006E,22850.00,32220.00
E01002687,Hounslow 029A,34510.00,45330.00
E01002689,Hounslow 007E,34290.00,46710.00
E01002690,Hounslow 007F,36060.00,53060.00
E01002691,Hounslow 029B,33220.00,43770.00
E01002692,Hounslow 029C,32070.00,43610.00
E01002693,Hounslow 029D,32860.00,44160.00
E01032573,Hounslow 029E,33430.00,45850.00
E01033000,Hounslow 025F,20540.00,30790.00
E01033030,Hounslow 025G,21800.00,37780.00
E01033081,Hounslow 003F,27190.00,36750.00
E01033082,Hounslow 003G,27680.00,35990.00
E01033083,Hounslow 018F,28530.00,40140.00
E01033084,Hounslow 018G,25930.00,33530.00
E01002694,Islington 019A,24230.00,32660.00
E01002695,Islington 021A,27510.00,39600.00
E01002696,Islington 020A,33170.00,46820.00
E01002697,Islington 019B,23080.00,31660.00
E01002698,Islington 017A,29590.00,47130.00
E01002699,Islington 017B,32410.00,49170.00
E01002700,Islington 017C,38260.00,58480.00
E01002701,Islington 023A,25030.00,34850.00
E01002702,Islington 023B,23460.00,34130.00
E01002703,Islington 023C,24770.00,34220.00
E01002704,Islington 023D,26470.00,38650.00
E01002706,Islington 023E,25490.00,36490.00
E01002707,Islington 022B,27710.00,40450.00
E01002708,Islington 015A,23750.00,33980.00
E01002709,Islington 019C,23660.00,32750.00
E01002710,Islington 019D,25340.00,33550.00
E01002711,Islington 021B,29250.00,40160.00
E01002712,Islington 015B,25320.00,35920.00
E01002713,Islington 015C,21800.00,29990.00
E01002714,Islington 017D,32600.00,48500.00
E01002715,Islington 019E,21210.00,29870.00
E01002716,Islington 014A,24460.00,35650.00
E01002717,Islington 016A,30450.00,42250.00
E01002718,Islington 014B,30450.00,45360.00
E01002719,Islington 016B,31740.00,45160.00
E01002720,Islington 016C,23910.00,34050.00
E01002721,Islington 014C,27510.00,40600.00
E01002722,Islington 018A,25130.00,35570.00
E01002723,Islington 022C,26520.00,37190.00
E01002724,Islington 022D,33400.00,47450.00
E01002725,Islington 022E,24590.00,37270.00
E01002726,Islington 022F,27880.00,41330.00
E01002727,Islington 021C,30140.00,42540.00
E01002728,Islington 021D,26740.00,38220.00
E01002729,Islington 021E,29840.00,43530.00
E01002730,Islington 007A,26590.00,37010.00
E01002731,Islington 007B,26570.00,37460.00
E01002732,Islington 005A,23060.00,30650.00
E01002733,Islington 007C,30610.00,41730.00
E01002734,Islington 005B,22410.00,27950.00
E01002735,Islington 003A,26740.00,36210.00
E01002736,Islington 005C,20240.00,29470.00
E01002737,Islington 005D,22370.00,30130.00
E01002738,Islington 009A,32140.00,45100.00
E01002739,Islington 013A,33980.00,48980.00
E01002740,Islington 013B,35780.00,53080.00
E01002741,Islington 009B,25600.00,35630.00
E01002742,Islington 006A,34080.00,50170.00
E01002743,Islington 009C,31710.00,43130.00
E01002744,Islington 009D,30960.00,44600.00
E01002745,Islington 013C,32660.00,46700.00
E01002747,Islington 006B,31460.00,46540.00
E01002748,Islington 006C,27040.00,38850.00
E01002749,Islington 006D,29400.00,42560.00
E01002751,Islington 005E,24040.00,33180.00
E01002752,Islington 009E,29510.00,40580.00
E01002753,Islington 002A,25600.00,35830.00
E01002754,Islington 002B,30320.00,46800.00
E01002755,Islington 001A,23780.00,34630.00
E01002756,Islington 001B,28610.00,40420.00
E01002757,Islington 002C,28860.00,41110.00
E01002758,Islington 001C,23560.00,32740.00
E01002759,Islington 002D,30200.00,43580.00
E01002760,Islington 002E,23300.00,34380.00
E01002762,Islington 011C,28010.00,39790.00
E01002763,Islington 007D,24970.00,34430.00
E01002764,Islington 010A,25190.00,34240.00
E01002765,Islington 015D,23560.00,31150.00
E01002766,Islington 015E,20970.00,29490.00
E01002767,Islington 011D,23810.00,34420.00
E01002768,Islington 004A,26530.00,38520.00
E01002769,Islington 008A,31170.00,45090.00
E01002770,Islington 004B,29200.00,40410.00
E01002771,Islington 004C,27710.00,40060.00
E01002772,Islington 002F,27090.00,38830.00
E01002773,Islington 004D,22060.00,31040.00
E01002774,Islington 004E,27340.00,38630.00
E01002775,Islington 014D,30160.00,43570.00
E01002776,Islington 014E,27110.00,39590.00
E01002777,Islington 012A,29500.00,40370.00
E01002778,Islington 012B,23380.00,32030.00
E01002779,Islington 012C,28730.00,40930.00
E01002780,Islington 014F,28450.00,41090.00
E01002781,Islington 012D,26930.00,37400.00
E01002782,Islington 012E,22780.00,32870.00
E01002783,Islington 010B,24020.00,34310.00
E01002784,Islington 010C,25370.00,34970.00
E01002785,Islington 008B,31030.00,45170.00
E01002786,Islington 010D,25450.00,34870.00
E01002787,Islington 010E,24840.00,35040.00
E01002788,Islington 008C,30900.00,45250.00
E01002789,Islington 008D,33370.00,49310.00
E01002790,Islington 016D,27690.00,37850.00
E01002791,Islington 016E,33040.00,46670.00
E01002792,Islington 017E,33030.00,49430.00
E01002793,Islington 016F,27680.00,39840.00
E01002794,Islington 020B,34180.00,47810.00
E01002795,Islington 013D,29300.00,44190.00
E01002796,Islington 013E,29590.00,45330.00
E01002797,Islington 018B,26370.00,37000.00
E01002798,Islington 018C,35230.00,45520.00
E01002799,Islington 018D,25150.00,36300.00
E01002800,Islington 018E,23350.00,32190.00
E01002801,Islington 020C,34980.00,49100.00
E01002802,Islington 020D,33470.00,49460.00
E01002803,Islington 020E,31370.00,44830.00
E01002804,Islington 001D,24010.00,35210.00
E01002805,Islington 003B,28000.00,39640.00
E01002806,Islington 003C,29000.00,41180.00
E01002807,Islington 001E,24080.00,34280.00
E01002808,Islington 003D,27110.00,39280.00
E01002809,Islington 003E,27210.00,37740.00
E01002810,Islington 003F,25880.00,37150.00
E01002811,Islington 001F,25440.00,36340.00
E01033486,Islington 011E,25240.00,36270.00
E01033487,Islington 011F,23700.00,41940.00
E01033488,Islington 011G,23270.00,36020.00
E01033489,Islington 022G,34740.00,46610.00
E01033490,Islington 022H,28830.00,39470.00
E01033491,Islington 011H,26300.00,38810.00
E01033492,Islington 011I,30360.00,44210.00
E01033493,Islington 006F,30660.00,48250.00
E01033494,Islington 006G,31830.00,47770.00
E01002812,Kensington and Chelsea 013A,35300.00,50780.00
E01002813,Kensington and Chelsea 011A,38410.00,61030.00
E01002814,Kensington and Chelsea 015A,31090.00,41930.00
E01002815,Kensington and Chelsea 011B,32730.00,47760.00
E01002816,Kensington and Chelsea 011C,37400.00,62040.00
E01002817,Kensington and Chelsea 011D,36780.00,59010.00
E01002818,Kensington and Chelsea 012A,37810.00,61340.00
E01002819,Kensington and Chelsea 012B,38970.00,62080.00
E01002820,Kensington and Chelsea 016A,36700.00,57600.00
E01002821,Kensington and Chelsea 014A,36630.00,53540.00
E01002822,Kensington and Chelsea 016B,45130.00,66740.00
E01002823,Kensington and Chelsea 014B,29740.00,47840.00
E01002824,Kensington and Chelsea 008A,38830.00,57880.00
E01002825,Kensington and Chelsea 008B,43840.00,62710.00
E01002826,Kensington and Chelsea 008C,37830.00,55070.00
E01002827,Kensington and Chelsea 008D,40670.00,61960.00
E01002828,Kensington and Chelsea 008E,39780.00,63220.00
E01002829,Kensington and Chelsea 004A,27630.00,41160.00
E01002830,Kensington and Chelsea 004B,26420.00,38000.00
E01002831,Kensington and Chelsea 004C,27060.00,39450.00
E01002832,Kensington and Chelsea 004D,27530.00,40620.00
E01002833,Kensington and Chelsea 007A,32520.00,50340.00
E01002834,Kensington and Chelsea 013B,37390.00,56140.00
E01002835,Kensington and Chelsea 016C,38110.00,60070.00
E01002836,Kensington and Chelsea 016D,38130.00,58830.00
E01002837,Kensington and Chelsea 016E,39690.00,64460.00
E01002838,Kensington and Chelsea 020A,38300.00,57490.00
E01002839,Kensington and Chelsea 013C,33490.00,49090.00
E01002840,Kensington and Chelsea 021A,27440.00,36220.00
E01002841,Kensington and Chelsea 021B,28470.00,40790.00
E01002842,Kensington and Chelsea 021C,21830.00,30570.00
E01002843,Kensington and Chelsea 021D,25070.00,35220.00
E01002844,Kensington and Chelsea 019A,38000.00,56860.00
E01002845,Kensington and Chelsea 019B,31370.00,46310.00
E01002846,Kensington and Chelsea 017A,30630.00,42100.00
E01002847,Kensington and Chelsea 015B,32330.00,43850.00
E01002848,Kensington and Chelsea 015C,29640.00,40160.00
E01002849,Kensington and Chelsea 017B,34150.00,47450.00
E01002850,Kensington and Chelsea 013D,31030.00,45390.00
E01002851,Kensington and Chelsea 015D,26890.00,36860.00
E01002852,Kensington and Chelsea 001A,18710.00,28930.00
E01002853,Kensington and Chelsea 001B,19250.00,30250.00
E01002854,Kensington and Chelsea 001C,19320.00,28690.00
E01002855,Kensington and Chelsea 001D,19910.00,31140.00
E01002856,Kensington and Chelsea 004E,25320.00,35730.00
E01002857,Kensington and Chelsea 001E,17320.00,25620.00
E01002858,Kensington and Chelsea 014C,28970.00,36850.00
E01002859,Kensington and Chelsea 012C,37210.00,61990.00
E01002860,Kensington and Chelsea 012D,42170.00,69780.00
E01002861,Kensington and Chelsea 014D,38310.00,55450.00
E01002862,Kensington and Chelsea 014E,25790.00,36300.00
E01002863,Kensington and Chelsea 012E,40270.00,67170.00
E01002864,Kensington and Chelsea 009A,41460.00,60230.00
E01002865,Kensington and Chelsea 011E,39280.00,64480.00
E01002866,Kensington and Chelsea 009B,32730.00,46340.00
E01002867,Kensington and Chelsea 009C,32390.00,45280.00
E01002868,Kensington and Chelsea 009D,42080.00,65300.00
E01002869,Kensington and Chelsea 009E,33820.00,47820.00
E01002870,Kensington and Chelsea 005A,22420.00,31180.00
E01002871,Kensington and Chelsea 007B,38140.00,67380.00
E01002872,Kensington and Chelsea 005B,29140.00,45340.00
E01002873,Kensington and Chelsea 007C,34880.00,52820.00
E01002874,Kensington and Chelsea 007D,31110.00,49300.00
E01002875,Kensington and Chelsea 007E,34620.00,55600.00
E01002876,Kensington and Chelsea 003A,28210.00,45520.00
E01002877,Kensington and Chelsea 003B,24200.00,36220.00
E01002878,Kensington and Chelsea 003C,26040.00,39170.00
E01002879,Kensington and Chelsea 005C,21490.00,31220.00
E01002880,Kensington and Chelsea 005D,20510.00,28060.00
E01002881,Kensington and Chelsea 005E,23920.00,33840.00
E01002882,Kensington and Chelsea 006A,36100.00,52430.00
E01002883,Kensington and Chelsea 006B,37520.00,53410.00
E01002884,Kensington and Chelsea 006C,34510.00,50200.00
E01002885,Kensington and Chelsea 006D,34250.00,49230.00
E01002886,Kensington and Chelsea 006E,37780.00,55600.00
E01002887,Kensington and Chelsea 010A,37900.00,56670.00
E01002888,Kensington and Chelsea 013E,37130.00,52050.00
E01002889,Kensington and Chelsea 010B,38750.00,60990.00
E01002890,Kensington and Chelsea 010C,48300.00,76220.00
E01002891,Kensington and Chelsea 010D,41170.00,60940.00
E01002892,Kensington and Chelsea 010E,40000.00,59780.00
E01002893,Kensington and Chelsea 017C,32760.00,46270.00
E01002894,Kensington and Chelsea 017D,33540.00,49880.00
E01002895,Kensington and Chelsea 020B,44070.00,61680.00
E01002896,Kensington and Chelsea 020C,36820.00,54550.00
E01002897,Kensington and Chelsea 020D,34030.00,47710.00
E01002898,Kensington and Chelsea 017E,39560.00,55920.00
E01002899,Kensington and Chelsea 018A,32840.00,47090.00
E01002900,Kensington and Chelsea 018B,40720.00,61850.00
E01002901,Kensington and Chelsea 018C,37070.00,53100.00
E01002902,Kensington and Chelsea 018D,36170.00,53680.00
E01002903,Kensington and Chelsea 018E,51770.00,77150.00
E01002904,Kensington and Chelsea 002A,18380.00,27590.00
E01002905,Kensington and Chelsea 002B,21660.00,31250.00
E01002906,Kensington and Chelsea 002C,23310.00,33790.00
E01002907,Kensington and Chelsea 002D,21820.00,37250.00
E01002908,Kensington and Chelsea 003D,27010.00,40850.00
E01002909,Kensington and Chelsea 003E,26010.00,40570.00
E01002910,Kensington and Chelsea 019C,35670.00,51100.00
E01002911,Kensington and Chelsea 019D,38330.00,63450.00
E01002912,Kensington and Chelsea 020E,36370.00,51590.00
E01002913,Kensington and Chelsea 021E,35060.00,47380.00
E01002914,Kensington and Chelsea 019E,36340.00,54090.00
E01002915,Kingston upon Thames 014A,28790.00,41220.00
E01002916,Kingston upon Thames 014B,30690.00,42600.00
E01002917,Kingston upon Thames 014C,30340.00,43740.00
E01002918,Kingston upon Thames 017A,26900.00,36310.00
E01002919,Kingston upon Thames 017B,27140.00,35240.00
E01002920,Kingston upon Thames 014D,30650.00,44000.00
E01002921,Kingston upon Thames 011A,28970.00,39490.00
E01002922,Kingston upon Thames 010A,30900.00,42730.00
E01002923,Kingston upon Thames 013A,24870.00,32990.00
E01002924,Kingston upon Thames 014E,32220.00,48040.00
E01002925,Kingston upon Thames 013B,30140.00,41640.00
E01002926,Kingston upon Thames 010B,30330.00,43550.00
E01002927,Kingston upon Thames 008A,28770.00,38850.00
E01002928,Kingston upon Thames 008B,29370.00,39220.00
E01002929,Kingston upon Thames 007A,31860.00,44870.00
E01002930,Kingston upon Thames 007B,28570.00,38740.00
E01002931,Kingston upon Thames 007C,30770.00,42340.00
E01002932,Kingston upon Thames 006A,26700.00,33980.00
E01002933,Kingston upon Thames 004A,29890.00,42310.00
E01002934,Kingston upon Thames 004B,34500.00,48460.00
E01002935,Kingston upon Thames 003A,31700.00,41440.00
E01002937,Kingston upon Thames 004D,33030.00,46890.00
E01002938,Kingston upon Thames 003B,32650.00,45360.00
E01002939,Kingston upon Thames 018A,25330.00,35920.00
E01002940,Kingston upon Thames 020A,25260.00,35350.00
E01002941,Kingston upon Thames 018B,26480.00,36760.00
E01002942,Kingston upon Thames 018C,27210.00,37970.00
E01002943,Kingston upon Thames 020B,24880.00,35770.00
E01002944,Kingston upon Thames 019A,26850.00,37780.00
E01002945,Kingston upon Thames 019B,26850.00,37510.00
E01002946,Kingston upon Thames 019C,27310.00,38200.00
E01002947,Kingston upon Thames 019D,26780.00,38730.00
E01002948,Kingston upon Thames 020C,28200.00,37750.00
E01002949,Kingston upon Thames 020D,28110.00,37980.00
E01002950,Kingston upon Thames 020E,25530.00,35090.00
E01002951,Kingston upon Thames 003C,32970.00,44190.00
E01002952,Kingston upon Thames 002A,42780.00,58040.00
